1403636580863555328,-0.00899,0.01299,-0.10076,-0.03222,0.83632,0.03713,0.54603,0.08325,-0.01394,0.78036,
1403636580963555584,-0.00153,0.01353,-0.02429,-0.02288,0.82772,0.03695,0.55946,0.06268,0.01609,0.74480,
1403636581063555584,0.00365,0.01616,0.04504,-0.02323,0.81970,0.03784,0.57106,0.04705,0.01084,0.64854,
1403636581163555328,0.00806,0.01634,0.10443,-0.02516,0.81142,0.03389,0.58294,0.03130,-0.00983,0.53560,
1403636581263555584,0.01013,0.01494,0.15031,-0.02799,0.80163,0.02987,0.59642,-0.00408,-0.02003,0.38593,
1403636581363555328,0.00772,0.01311,0.17485,-0.02809,0.79348,0.03009,0.60720,-0.03119,-0.01828,0.08155,
1403636581463555584,0.00428,0.01035,0.16461,-0.02230,0.79353,0.03221,0.60727,-0.03283,-0.02861,-0.28464,
1403636581563555584,0.00311,0.00906,0.12359,-0.01883,0.80066,0.03299,0.59791,-0.01446,-0.01228,-0.56399,
1403636581663555328,0.00279,0.00799,0.06478,-0.02177,0.80792,0.03148,0.58805,-0.01163,-0.02719,-0.67569,
1403636581763555584,0.00115,0.00496,-0.00453,-0.02323,0.81106,0.03250,0.58360,-0.02747,-0.02593,-0.70915,
1403636581863555328,-0.00381,0.00362,-0.07605,-0.02691,0.81302,0.03466,0.58058,-0.05579,-0.01076,-0.71951,
1403636581963555584,-0.01037,0.00318,-0.13776,-0.02840,0.81967,0.03194,0.57124,-0.06229,0.00524,-0.65572,
1403636582063555584,-0.01606,0.00417,-0.19810,-0.02542,0.82911,0.02918,0.55774,-0.05752,0.01877,-0.53118,
1403636582163555328,-0.02183,0.00677,-0.23998,-0.02631,0.83781,0.03097,0.54445,-0.05495,0.03623,-0.28558,
1403636582263555584,-0.02534,0.00997,-0.25255,-0.02794,0.84293,0.03343,0.53626,-0.00835,0.02952,0.04788,
1403636582363555328,-0.02179,0.01241,-0.21669,-0.03049,0.84261,0.03414,0.53658,0.01499,0.04098,0.41062,
1403636582463555584,-0.02012,0.01597,-0.16629,-0.03175,0.83504,0.03362,0.54825,0.02598,0.02971,0.57238,
1403636582563555584,-0.01232,0.01660,-0.09061,-0.02839,0.82844,0.03346,0.55836,0.03592,0.01032,0.65739,
1403636582663555328,-0.00908,0.01643,-0.02375,-0.02255,0.82526,0.03199,0.56339,0.02181,-0.00706,0.66553,
1403636582763555584,-0.00581,0.01473,0.04238,-0.02139,0.82213,0.02806,0.56821,0.03992,-0.02738,0.65531,
1403636582863555328,0.00181,0.00905,0.11208,-0.01848,0.81612,0.01958,0.57725,0.03719,-0.04461,0.64009,
1403636582963555584,0.00493,0.00509,0.16917,-0.01667,0.80648,0.01389,0.59086,0.00299,-0.03088,0.49738,
1403636583063555584,0.00495,0.00316,0.20359,-0.01506,0.79811,0.01315,0.60218,-0.01158,-0.01313,0.20514,
1403636583163555328,0.00390,0.00170,0.20764,-0.01118,0.79630,0.01402,0.60463,-0.01475,-0.01160,-0.13872,
1403636583263555584,0.00597,0.00145,0.17475,-0.00949,0.79836,0.01654,0.60188,0.00320,0.00005,-0.42764,
1403636583363555328,0.00597,0.00093,0.12389,-0.01046,0.80093,0.01812,0.59839,0.00038,-0.01548,-0.60504,
1403636583463555584,0.00474,-0.00074,0.06119,-0.01315,0.80416,0.02183,0.59387,-0.02182,-0.01076,-0.69268,
1403636583563555584,0.00259,-0.00250,-0.00949,-0.01317,0.80847,0.02530,0.58785,-0.02168,-0.01548,-0.71685,
1403636583663555328,0.00002,-0.00308,-0.08175,-0.01277,0.81623,0.02601,0.57700,-0.04325,0.01826,-0.70891,
1403636583763555584,-0.00082,-0.00345,-0.14407,-0.02022,0.82913,0.02243,0.55824,-0.04226,0.00582,-0.60393,
