1403636580863555328,-0.00810,0.01540,-0.10135,-0.03058,0.83753,0.03644,0.54431,0.08214,-0.00845,0.77912,
1403636580963555584,-0.00126,0.01574,-0.02518,-0.02130,0.82833,0.03645,0.55864,0.06456,0.02373,0.74111,
1403636581063555584,0.00451,0.01822,0.04368,-0.02175,0.82026,0.03705,0.57037,0.05238,0.01629,0.64285,
1403636581163555328,0.00899,0.01961,0.10224,-0.02365,0.81176,0.03345,0.58256,0.03587,-0.00082,0.52862,
1403636581263555584,0.01110,0.01877,0.14782,-0.02637,0.80173,0.02909,0.59639,-0.00153,-0.01001,0.37897,
1403636581363555328,0.00945,0.01802,0.17049,-0.02644,0.79367,0.02934,0.60707,-0.02704,-0.00796,0.07134,
1403636581463555584,0.00708,0.01603,0.15860,-0.02065,0.79395,0.03152,0.60681,-0.02647,-0.01845,-0.29677,
1403636581563555584,0.00476,0.01453,0.11394,-0.01739,0.80051,0.03229,0.59820,-0.01238,-0.00356,-0.58167,
1403636581663555328,0.00450,0.01300,0.05445,-0.02065,0.80768,0.03066,0.58846,-0.01083,-0.02024,-0.69302,
1403636581763555584,0.00289,0.01070,-0.01665,-0.02208,0.81079,0.03168,0.58406,-0.02760,-0.01816,-0.72768,
1403636581863555328,-0.00214,0.01019,-0.09008,-0.02572,0.81272,0.03385,0.58111,-0.05697,-0.00206,-0.73926,
1403636581963555584,-0.00881,0.00909,-0.15279,-0.02739,0.81931,0.03113,0.57184,-0.06404,0.01311,-0.67587,
1403636582063555584,-0.01463,0.00842,-0.20601,-0.02456,0.82898,0.02800,0.55804,-0.05815,0.02246,-0.53905,
1403636582163555328,-0.02050,0.01140,-0.24871,-0.02545,0.83767,0.02978,0.54478,-0.05635,0.04002,-0.29398,
1403636582263555584,-0.02420,0.01498,-0.26214,-0.02708,0.84278,0.03223,0.53661,-0.01074,0.03332,0.03896,
1403636582363555328,-0.02112,0.01669,-0.22686,-0.02987,0.84247,0.03331,0.53688,0.01224,0.04404,0.40030,
1403636582463555584,-0.01977,0.02056,-0.17751,-0.03111,0.83488,0.03280,0.54857,0.02243,0.03289,0.56151,
1403636582563555584,-0.01263,0.02040,-0.10227,-0.02798,0.82832,0.03285,0.55859,0.03170,0.01229,0.64609,
1403636582663555328,-0.00984,0.02043,-0.03657,-0.02214,0.82513,0.03138,0.56364,0.01702,-0.00510,0.65365,
1403636582763555584,-0.00707,0.01893,0.02835,-0.02098,0.82198,0.02746,0.56847,0.03453,-0.02547,0.64288,
