1403638523277829376,0.02887,-0.00859,0.37615,-0.05994,0.80525,0.01392,0.58973,-0.02495,-0.07237,-0.22053,
1403638523377829632,0.02853,-0.01181,0.34908,-0.05510,0.80452,0.01312,0.59122,-0.01641,-0.04579,-0.40638,
1403638523477829376,0.02505,-0.02079,0.30955,-0.05100,0.80826,0.01537,0.58641,-0.04267,-0.06934,-0.49079,
1403638523577829632,0.02453,-0.03080,0.25850,-0.04413,0.81761,0.01913,0.57376,-0.05016,-0.07296,-0.52216,
1403638523677829632,0.02005,-0.03920,0.21150,-0.03722,0.82712,0.02154,0.56038,-0.05486,-0.07411,-0.50458,
1403638523777829376,0.01477,-0.04445,0.16558,-0.03314,0.83173,0.02411,0.55366,-0.05745,-0.05832,-0.46888,
1403638523877829632,0.00844,-0.05012,0.12083,-0.02988,0.83215,0.02696,0.55310,-0.07272,-0.05993,-0.40264,
1403638523977829376,0.00395,-0.05590,0.08761,-0.02079,0.83221,0.03266,0.55311,-0.05345,-0.02936,-0.26665,
1403638524077829632,-0.00152,-0.05619,0.07757,-0.01252,0.83518,0.04028,0.54836,-0.02142,0.00345,-0.01216,
1403638524177829632,-0.00380,-0.05586,0.09619,-0.01271,0.83965,0.04557,0.54106,0.00404,0.01547,0.28484,
1403638524277829376,-0.00328,-0.05625,0.13602,-0.01891,0.84068,0.04662,0.53919,0.03613,0.00215,0.50224,
1403638524377829632,0.00035,-0.05521,0.18852,-0.02788,0.83787,0.04463,0.54333,0.05697,0.01082,0.59200,
1403638524477829376,0.00663,-0.05429,0.24989,-0.03449,0.83137,0.04228,0.55304,0.06945,0.01448,0.62672,
1403638524577829632,0.01432,-0.05207,0.31141,-0.03718,0.82249,0.04081,0.56610,0.08304,0.02854,0.59920,
1403638524677829632,0.02250,-0.04870,0.36669,-0.03296,0.81588,0.03504,0.57621,0.08130,0.04437,0.49995,
1403638524777829376,0.02853,-0.04450,0.40915,-0.02047,0.81192,0.02997,0.58264,0.05461,0.04280,0.35280,
1403638524877829632,0.03205,-0.03767,0.43649,-0.01549,0.81037,0.02690,0.58510,0.04085,0.05980,0.20966,
1403638524977829376,0.03359,-0.03147,0.44707,-0.02198,0.80895,0.02914,0.58674,-0.00091,0.03924,0.01507,
1403638525077829632,0.03458,-0.03059,0.43744,-0.02027,0.80643,0.03265,0.59008,0.00465,0.02350,-0.21563,
1403638525177829632,0.03493,-0.02840,0.40398,-0.01770,0.80500,0.03712,0.59185,0.00058,0.02038,-0.40115,
1403638525277829376,0.03535,-0.02965,0.35512,-0.01868,0.80755,0.04263,0.58796,-0.01820,0.01275,-0.51128,
1403638525377829632,0.03382,-0.03100,0.29656,-0.02229,0.81629,0.04823,0.57519,-0.03730,0.02032,-0.55653,
1403638525477829376,0.02962,-0.03122,0.24091,-0.03170,0.82845,0.05073,0.55685,-0.04561,0.02560,-0.52420,
1403638525577829632,0.02776,-0.03211,0.19547,-0.03855,0.83767,0.05048,0.54247,-0.03610,0.00532,-0.45258,
1403638525677829632,0.02757,-0.03482,0.15833,-0.03954,0.84080,0.04742,0.53781,-0.00924,-0.00235,-0.35743,
1403638525777829376,0.02874,-0.03591,0.12935,-0.03615,0.83926,0.04135,0.54095,0.00142,0.00222,-0.26490,
1403638525877829632,0.03008,-0.03724,0.10776,-0.02876,0.83552,0.03648,0.54750,-0.00113,-0.02263,-0.16668,
1403638525977829376,0.02448,-0.05005,0.09463,-0.02089,0.83375,0.03581,0.55059,-0.03471,-0.13346,-0.06072,
1403638526077829632,0.02088,-0.06992,0.09464,-0.01675,0.83525,0.03432,0.54854,-0.03054,-0.25262,0.02916,
1403638526177829632,0.01769,-0.09975,0.10165,-0.01513,0.83762,0.02542,0.54545,-0.03872,-0.33825,0.11449,
1403638526277829376,0.01226,-0.13696,0.11565,-0.01141,0.83683,0.01599,0.54712,-0.05634,-0.39441,0.15095,
1403638526377829632,0.00452,-0.17851,0.13130,-0.00848,0.83273,0.00690,0.55357,-0.08609,-0.44296,0.14878,
1403638526477829376,-0.00580,-0.22441,0.14519,-0.00634,0.82764,-0.00448,0.56121,-0.10454,-0.48565,0.11668,
1403638526577829632,-0.01726,-0.27678,0.15530,-0.00454,0.82236,-0.01600,0.56873,-0.11882,-0.56148,0.08525,
1403638526677829632,-0.03023,-0.33691,0.16322,-0.00016,0.81715,-0.02472,0.57590,-0.14349,-0.62839,0.06965,
1403638526777829376,-0.04514,-0.40391,0.16889,0.00777,0.81407,-0.03029,0.57992,-0.16010,-0.68027,0.05177,
1403638526877829632,-0.06113,-0.46862,0.17264,0.01604,0.81334,-0.03356,0.58060,-0.17163,-0.65301,0.03776,
1403638526977829376,-0.07758,-0.53139,0.17555,0.02012,0.81648,-0.03963,0.57566,-0.16111,-0.61613,0.03171,
1403638527077829632,-0.09169,-0.59019,0.17850,0.02757,0.82106,-0.05244,0.56776,-0.13533,-0.56639,0.04702,
1403638527177829632,-0.10304,-0.64331,0.18353,0.03525,0.82294,-0.06760,0.56299,-0.09980,-0.48408,0.06863,
1403638527277829376,-0.11014,-0.68739,0.18994,0.04641,0.82009,-0.08148,0.56450,-0.04878,-0.35625,0.07680,
